BuildingSF,SalePrice,YearBuilt,LandAreaSF,AvgUnitSF,Coverage,ImprovementRatio,MarketTime,NetIncome,NumberOf1BedroomsUnits,NumberOf2BedroomsUnits,NumberOf3BedroomsUnits,NumberOfOtherBedroomsUnits,NumberOfParkingSpaces,NumberOfStudiosUnits,ParkingRatio,UnitsPerAcre,LocationType,BuildingCondition,BuildingMaterials,PortfolioCounty,BusinessCenter,CommunityWideWiFi,CorporateSuites,DayCare,DisposalChutes,Elevator,EnergyStarLabeled,OnSiteRetail,PackageService,PetWashingStation,PropertyManageronSite,Sauna,Spa,StorageSpace,WiFi
2136,1200000,1948,6098,812,0.350255804801259,49.68,79,55320,4,0,0,0,8,0,1.25,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3684,1195000,1959,6360,812,0.289633571078154,49.68,42,60108,6,0,0,0,6,0,1.63,44,Suburban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO
3420,1150000,1956,19280,1140,0.177389057149152,49.68,325.44,250000,0,0,2,1,8,0,1.25,44,Suburban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1339,949949,1950,4912,812,0.272597719869707,49.68,21,44500,1,1,0,0,2,0,1.49,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1574,799000,1950,6534,812,0.240893786348332,49.68,106,106572,0,2,0,0,2,0,1.27,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2050,765000,1951,5018,812,0.408520176512601,49.68,129,19656,4,1,0,0,3,0,1.46,44,Urban,"",Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
8198,2100000,1964,8039,812,0.384332506589102,49.68,94,106572,0,7,0,0,8,0,1.25,44,Suburban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2696,1015000,1965,5001,650,0.2599642289221,40.6,95,106572,0,4,0,0,8,0,1.25,44,Suburban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
28616,6550000,1967,20857,812,0.709130493819489,75.41,95,106572,0,0,0,0,8,20,1.25,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
8180,2400000,1964,11204,812,0.449229321348648,29.99,95,106572,0,8,0,0,9,0,0.75,31,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5308,2023000,1961,7079,812,0.749825645760497,41.86,46,106572,0,0,0,0,7,7,1.3,44,Suburban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4343,1135000,1961,8926,812,0.243333807602725,71.43,95,45835,0,5,1,0,12,0,2.76,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6728,4300000,1972,10890,1000,0.3089072543618,60,76,106572,0,0,7,0,16,0,2.38,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3840,1375000,1964,10454,812,0.183654729109275,61.89,84,106572,0,4,0,0,5,0,1.3,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
16236,4800000,1962,20748,902,0.391266250948283,71.43,106,106572,10,4,4,0,20,0,1.11,37,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
16850,4500000,1962,21384,570,0.253460578649566,66.98,79,106572,12,4,0,0,22,2,1.11,36,Urban,Good,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
72920.6800000001,29250000,1967,87456.32,820,0.428703976422615,63.1,95,106572,28,32.4400000000001,7,0,89.4400000000001,5,1.85,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4807,2850000,1961,7299,812,0.329362126670975,65.81,95,106572,4,0,0,0,10,6,2.08,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6953,4810000,1964,8276,700,0.419989367357788,69.04,95,106572,4,5,0,0,9,0,1.29,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6334,2195000,1965,6763,812,0.455419529365318,60.07,44,96159,0,0,0,0,12,5,1.62,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
8040,4825000,1971,6303,812,0.637778171232968,39.93,155,106572,0,0,0,0,8,10,1.25,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
12568,1765000,1964,10890,812,0.50771349862259,40,77,106572,0,0,0,0,8,8,0.64,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
9198,3200000,1970,7407,812,0.620900323019377,79.16,46,106572,3,6,0,0,14,1,1.52,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4669,1100000,1963,6676,812,0.349610231027354,76.76,114,106572,1,5,0,0,6,0,1.29,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
7171,1830000,1962,14810,812,0.24212715389186,78.13,76,100815,0,0,0,0,8,9,1.12,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
10788,3620000,1964,10890,812,0.389256198347107,68.1,48,106572,4,9,0,0,23,0,1.53,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4100,1600000,1964,9148,600,0.22410249682977,81.21,95,106572,0,0,0,0,8,5,1.25,44,Suburban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
11445,5500000,1963,14985,812,0.381926641388635,69.8,107,106572,6,10,0,0,16,0,1.4,44,Suburban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6528,2150000,1965,15682,820,0.208142026323845,60,80,77185,0,8,0,0,8,0,0,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4610,2265000,1965,7210,812,0.319694513515103,62.75,95,106572,0,3,1,0,11,0,1.3,44,Suburban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4888,1220000,1962,5110,812,0.822971779723366,48.44,95,106572,5,2,0,0,6,0,1.22,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
7958,1250000,1972,10019,812,0.349443047071506,85.07,95,106572,0,0,0,0,6,6,1.25,44,Suburban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
8326,1250000,1963,7478,730,0.556700471209573,71.97,298,106572,0,7,0,0,8,0,0.96,44,Urban,Poor,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
13156,2888000,1961,17505,812,0.375777876771592,58.9,70,106572,1,13,0,0,8,2,1.25,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
11022,1880000,1963,12197,812,0.397563295290568,76.72,95,106572,0,0,0,0,8,8,1.25,44,Suburban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5346,1625000,1962,8751,812,0.305443685234626,55.08,95,106572,2,1,1,0,7,3,1,34,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
72920.6800000001,22450000,1963,87456.32,797,0.304850134425384,80.86,95,106572,56.8800000000001,20,0,0,89.4400000000001,2,2.41,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
14740,3537500,1967,17428,585,0.372152141028104,81.3,95,106572,8,4,0,0,16,4,1.09,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
11426,2941000,1973,19602,875,0.277420671360065,60,95,106572,6,6,0,0,12,0,1.05,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
7174,2130000,1972,6098,812,0.39207005116096,73.33,98,76680,4,2,2,0,15,0,2.09,55,Suburban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
26846,11300000,1964,38768,748,0.34623559393733,84.22,95,502890.48,24,14,1,0,8,2,0,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4577,1850000,1964,5789,812,0.395405556717723,65,95,71878,1,2,1,0,9,0,1.97,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
13874,3200000,1961,7492,767,0.822971779723366,17.24,106,172039,12,4,0,0,16,2,0.5,52,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
27584,12100000,1963,34848,672,0.395775941230487,73.77,91,502890.48,40,0,0,0,63,1,1,51,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4716,1400000,1965,4716,750,0.500002120450044,32.58,99,87850,10,0,0,0,13,0,0.8,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4080,1290000,1964,5401,812,0.377677063894073,61.29,97,106572,0,3,1,0,4,0,0.98,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
23554,8250000,1962,37714,812,0.312269251663191,38.91,95,106572,0,0,0,0,44,28,1.87,44,Urban,Needs Improvement,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
11364,1990000,1963,7780,812,0.459769228495152,64.29,35,106572,0,2,4,0,12,0,0.84,44,Suburban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5520,2110000,1969,8712,812,0.316804407713499,40,147,53900,2,1,2,0,6,0,1.09,44,Suburban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5356,1550000,1961,7196,812,0.553076439054867,72.41,95,74609,0,0,0,0,9,6,1.68,44,Urban,Needs Improvement,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3496,1150000,1963,5000,812,0.366000658801186,26.92,65,69375,0,0,0,0,6,4,1.72,44,Urban,Good,Reinforced Concrete,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4595,1785000,1970,6098,1149,0.376820149547422,29.63,36,106572,0,3,1,0,6,0,1.3,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6636,1500000,1962,6499,812,0.510528142748469,75.36,95,106572,1,8,0,0,12,0,0.67,60,Suburban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3872,1275000,1964,12140,812,0.159474564260053,26.67,133,71760,4,2,0,0,6,0,1.55,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6793,1300000,1962,14881,812,0.228277500769269,84.41,27,106572,0,6,1,0,12,0,1.77,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4302,1600000,1963,6970,812,0.308626033057851,14.06,67,106572,1,2,1,0,56,0,1.25,44,Urban,Good,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
10318,2300000,1963,7100,812,0.639411403493947,71.38,95,106572,0,0,0,0,7,12,1.25,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
15918,7165000,1963,16117,812,0.493820266547539,69.23,153,366848,0,0,0,0,22,18,0.69,44,Suburban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
9360,3350000,1965,7492,812,0.624639630982126,44.1,95,106572,0,0,0,0,6,6,1.25,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6472,1575000,1963,7191,812,0.450006014449977,59.95,57,93950,0,0,0,0,12,9,1.85,44,Suburban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
9534,3100000,1963,10990,812,0.384332506589102,60.82,95,106572,17,0,0,0,8,0,1.25,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
8746,2400000,1961,7754,812,0.496280475851467,60.82,95,106572,0,0,0,0,8,10,0.91,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
10318,2300000,1963,7100,812,0.639411403493947,60.82,95,106572,0,0,0,0,7,12,1.25,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
10663,3125000,1966,8749,812,0.406218689214357,85.07,94,106572,0,0,0,0,15,16,1.41,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
4092,1450000,1961,5663,812,0.361305361305361,40,325.44,106572,0,6,0,0,12,0,2.93,42,Urban,Poor,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
8088,3630000,1962,7749,812,0.728579679982409,40.13,95,106572,5,3,1,0,9,0,1.06,44,Urban,Needs Improvement,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
11909,3050000,1964,16771,812,0.355026057505396,49.63,103,106572,0,0,0,0,16,16,1.34,41,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5000,1750000,1962,6291,812,0.397413695257456,33.48,95,106572,3,4,0,0,2,0,0.4,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6336,4300000,1964,7501,812,0.42234188575652,48,95,203280,0,5,2,0,4,0,0.63,44,Suburban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5087,2800000,1965,7405,812,0.503970183114568,30.03,95,106572,0,0,0,0,6,5,0.8,44,Suburban,Needs Improvement,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6164,2e+06,1965,6612,812,0.466093441300053,15,95,74345,0,4,1,0,11,1,1.78,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
20880,9800000,1962,43996,475,0.237296456918419,48.3,95,425219,40,0,0,0,40,0,1.92,44,Urban,Needs Improvement,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO
13804,4890000,1963,13242,812,0.521221186047795,28.69,65,106572,14,0,0,0,20,0,1.45,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
7732,4450000,1962,8577,812,0.450742243992163,34.53,72,106572,0,0,0,0,10,8,1.29,44,Suburban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3800,1540909,1962,7841,950,0.242322212019182,50,95,106572,0,3,1,0,10,0,2.63,44,Suburban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6780,1150000,1969,5911,812,0.573498094768276,61.64,95,106572,0,5,0,0,5,0,1.2,36,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
12200,4150000,1964,11848,812,0.476860854534651,56.39,95,106572,0,0,0,0,14,14,1.24,51,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6604,1925000,1963,5663,812,0.583103764921947,71.91,95,82400,0,7,0,0,8,0,0.57,52,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
9586,1870000,1962,8690,812,0.551539546754858,68.81,95,106572,0,0,0,0,6,7,1.25,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6141,1800000,1962,8581,839,0.357753818759818,59.54,95,51554,2,5,0,0,10,0,1.63,35,Urban,Needs Improvement,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5696,1550000,1961,7035,812,0.404833898698277,60.01,95,106572,2,0,0,0,4,6,1.4,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
8336,2090000,1963,7841,812,0.531578410366289,74.21,10,106572,0,0,0,0,14,11,1.68,44,Urban,Needs Improvement,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4777,2050000,1963,18212,812,0.26229330332307,69.31,95,94961,2,4,0,0,7,0,1.47,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6964,1985000,1962,9557,772,0.364337834297228,20.34,95,106572,1,7,1,0,8,0,1.29,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3984,875000,1965,5358,996,0.371779751851947,52.08,40,106572,0,4,0,0,8,0,1.25,44,Suburban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
10488,4800000,1970,14985,812,0.349958357357935,68.12,56,106572,0,9,1,0,8,0,1.25,44,Suburban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6518,2490000,1967,7151,812,0.455741475578746,60.25,120,106572,2,3,1,0,6,0,1,36,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
8206,3419000,1963,7497,812,0.822971779723366,83.48,95,106572,0,0,0,0,6,12,1.25,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6608,3180000,1964,6752,884,0.711958292603454,30,95,106572,4,3,1,0,4,0,1.13,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO
5842,6500000,1968,5141,812,0.568177949988281,54.42,95,106572,0,4,1,0,8,0,1.25,44,Suburban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3718,1e+06,1963,6098,812,0.301226551226551,60,49,106572,1,3,0,0,4,0,1.08,28,Suburban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5382,2290000,1964,5982,812,0.299901503920786,84.01,95,106572,0,8,0,0,8,0,1.25,44,Suburban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6852,2200000,1964,6098,856,0.561786698150335,85.07,132,92959,3,5,0,0,4,0,0.58,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
21026,7400000,1970,15002,618,0.467135722124636,62.5,95,106572,18,0,0,0,39,19,1.27,66.8800000000001,Urban,Adequate,Reinforced Concrete,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
14792,4550000,1963,13068,567,0.565962656871748,41.67,95,106572,13,1,0,0,23,12,1.76,66.8800000000001,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
24827,7500000,1966,23087,1073,0.537709860179843,83.87,95,106572,7,14,0,0,24,2,0.97,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
20623,7300000,1964,30157,812,0.341915338698131,81.67,141,322660,20,6,2,0,51,0,2.47,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO
8072,4387500,1970,8276,900,0.429051278333575,65.52,93,106572,0,0,0,0,8,8,0.99,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
12221,3850000,1965,15438,812,0.395785269066615,60,95,106572,0,0,0,0,15,13,1.23,44,Suburban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
13280,3400000,1961,32670,812,0.203244566880931,43.57,95,106572,6,6,0,0,8,0,1.25,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5332,2755000,1971,5976,812,0.443575698677739,43.48,124,106572,0,3,1,0,4,0,0.75,44,Suburban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5825,4360000,1964,6499,812,0.448058454395281,26.32,95,106572,1,2,2,0,10,0,2,33,Urban,Adequate,Reinforced Concrete,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
12232,4800000,1961,17106,812,0.438442344130239,63,35,106572,12,0,0,0,14,0,0.82,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
7108,3190000,1969,7836,812,0.453522031166177,24.98,95,130471,8,1,0,0,11,0,1.33,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4208,1598000,1963,11326,701,0.185773822137458,55.17,95,106572,0,6,0,0,7,0,1.25,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3780,1425000,1962,8699,812,0.465459438009172,47.37,70,83300,3,4,0,0,6,0,1.59,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
14059,4200000,1964,15912,812,0.548752085471594,41.1,219,106572,10,8,0,0,21,3,1.49,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
7971,3952000,1964,6970,890,0.57191230486685,32.67,325.44,182978,1,5,3,0,8,0,1,57,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
8688,3300000,1969,11543,812,0.376318935495608,41.1,219,106572,13,2,0,0,16,0,1.84,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
12609,2500000,1964,6970,812,0.822971779723366,41.1,219,106572,4,5,0,0,22,1,1.74,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6284,2300000,1964,7100,812,0.442517759862991,41.1,219,106572,4,4,0,0,12,2,1.91,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6500,2300000,1964,6970,800,0.528007346189164,41.1,219,106572,6,3,0,0,15,1,2.31,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6500,2050000,1964,6970,812,0.502754820936639,41.1,219,106572,6,3,0,0,15,1,2.31,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5996,2e+06,1965,7100,812,0.422236869531906,41.1,219,106572,6,3,0,0,12,0,2,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6188,2e+06,1971,7648,812,0.404550050516455,41.1,219,106572,8,1,0,0,13,0,2.1,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5736,1900000,1963,5968,812,0.480585550260401,41.1,219,106572,3,4,0,0,7,1,1.22,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6613,1850000,1964,8168,812,0.404897459442914,41.1,219,106572,4,5,0,0,8,1,1.25,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6477,1800000,1974,7144,812,0.453397612488522,41.1,219,106572,7,2,0,0,12,0,1.85,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4955,1625000,1966,6098,569,0.406172110717565,25,95,106572,5,2,0,0,8,1,1.61,44,Urban,Needs Improvement,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO
