BuildingSF,SalePrice,YearBuilt,LandAreaSF,AvgUnitSF,Coverage,ImprovementRatio,MarketTime,NetIncome,NumberOf1BedroomsUnits,NumberOf2BedroomsUnits,NumberOf3BedroomsUnits,NumberOfOtherBedroomsUnits,NumberOfParkingSpaces,NumberOfStudiosUnits,ParkingRatio,UnitsPerAcre,LocationType,BuildingCondition,BuildingMaterials,PortfolioCounty,BusinessCenter,CommunityWideWiFi,CorporateSuites,DayCare,DisposalChutes,Elevator,EnergyStarLabeled,OnSiteRetail,PackageService,PetWashingStation,PropertyManageronSite,Sauna,Spa,StorageSpace,WiFi
16646,4700000,1934,28985,582,0.287150268706134,37.74,95,106572,45,0,0,0,12,4,0.72,49,Urban,Needs Improvement,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5969,4100000,1936,6970,771,0.428288567493113,36.22,95,106572,8,0,0,0,5,0,0.84,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO
14880,3800000,1925,16501,591,0.450894662279898,16.67,95,106572,26,0,0,0,7,0,0.56,55,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
16646,4551655,1934,28985,582,0.287150268706134,37.39,133,106572,56.8800000000001,0,0,0,12,12,0.72,49,Urban,Needs Improvement,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
14880,3680062,1925,16501,591,0.450894662279898,37.39,133,106572,56.8800000000001,0,0,0,7,0,0.56,55,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
11556,4356500,1912,6724,571,0.554282422881944,56.14,95,106572,14,0,0,0,8,10,1.25,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5388,1950000,1937,7405,1040,0.363798411926754,29.99,95,106572,4,1,0,0,4,0,0.74,29,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3660,7e+05,1926,10008,812,0.182853771838661,49.68,86,34811,3,0,0,0,12,1,2.9888,44,Suburban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3512,1250000,1935,7701,812,0.379411141443227,54.35,95,106572,0,0,0,0,2,5,0.56,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2687,1300000,1942,13939,812,0.19276572543618,19.91,95,106572,4,1,0,0,6,0,2.23,16,Suburban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
15270,6150000,1925,8276,812,0.822971779723366,77.53,95,106572,27,0,0,0,8,0,1.25,44,Urban,Needs Improvement,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
12702,4200000,1928,12654,900,0.334592996148308,31.06,95,106572,14,0,0,0,8,0,1.25,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4065,1730000,1924,10454,812,0.194463575145393,28.85,100,118718,3,3,0,0,9,0,2.21,20,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4762,1200000,1895,7405,812,0.321530816183223,30,183,106572,0,0,0,0,8,6,1.25,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2080,998000,1909,7482,1000,0.278000683240141,41.17,95,46501,0,0,0,2,3,0,1.25,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2383,950000,1926,4717,812,0.252491953541481,20,95,41306,6,0,0,0,6,0,2.52,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3776,1200000,1924,7432,450,0.508073948979203,38.05,95,106572,8,0,0,0,25,0,1.25,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
9376,3225000,1930,7336,1172,0.6390835585394,66.03,50,119133,0,8,0,0,8,0,1.25,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
17364,3200000,1906,7405,812,0.624155998487549,68.12,73,143560,0,0,0,0,8,28,1.25,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2157,1010000,1921,6209,812,0.347398992977773,30.43,95,106572,3,0,0,0,3,0,1.39,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6993,2200000,1923,6499,812,0.538070197465762,75.34,95,101565,0,6,6,0,8,0,1.25,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5103,2240000,1944,7497,628,0.340284147267402,37.5,95,106572,7,1,0,0,6,0,1.18,46,Suburban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4200,2200000,1923,8978,525,0.467809108488385,28.77,157,106572,8,0,0,0,6,0,1.43,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5254,1470000,1922,8287,1300,0.317011447286982,30.13,56,40636,0,4,0,0,14,0,1.52,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
15270,6525000,1925,6807,450,0.747760647839846,14.74,105,389910,5,0,0,0,8,15,0,44,Urban,Needs Improvement,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
9377,2950000,1925,6752,812,0.599376364221778,63.1,30,147500,0,0,0,0,4,10,0,44,Urban,Needs Improvement,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
7036,7579486,1938,10060,812,0.307739927555874,39.99,314,106572,0,0,0,0,6,16,0.85,44,Urban,Poor,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
7012,2500000,1924,10716,812,0.654363292944224,73.59,249,106572,12,0,0,0,8,0,1.25,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2935,1185000,1927,7462,680,0.196734633926164,47.92,95,45206,4,0,1,0,8,0,1.25,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
19346,4400000,1923,15687,714,0.616625191775024,40,95,106572,6,0,0,0,10,23,0.52,66.8800000000001,Urban,Adequate,Reinforced Concrete,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5711,1350000,1913,6800,1179,0.453548354078317,30,95,65542,4,0,0,1,6,0,1.05,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4080,1410000,1938,12136,812,0.336194945605635,55.4,251,67240,0,0,0,0,6,6,0.49,44,Urban,Needs Improvement,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4930,2600000,1928,5663,812,0.435297026206117,29.95,225,106572,2,1,0,0,8,4,0,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5308,1300000,1919,7606,812,0.348934500760714,49.68,95,106572,0,4,0,0,12,0,2.26,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1541,1e+06,1923,7841,812,0.196536067748189,72.7,95,106572,0,2,0,0,2,0,1.3,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2192,765000,1923,7111,812,0.308254989877649,59.01,59,36310,4,0,0,0,3,0,1.37,44,Suburban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3294,1315000,1910,8002,549,0.205824264318845,55.35,95,106572,0,0,0,2.44000000000005,4,0,1.25,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3461,775000,1908,6970,812,0.496585169880624,38.89,224,35159,1,3,0,0,4,0,1.16,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
8000,2600000,1929,6525,812,0.613028417085531,69.77,95,208000,8,8,0,0,4,0,0.5,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1804,750000,1942,6511,812,0.277069574566119,38.78,95,39832,2,0,1,0,8,0,1.25,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4656,3166518,1908,7497,812,0.621075260555478,12.9,147,106572,0,0,0,0,5,18,1.07,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2990,2033482,1940,14998,812,0.199363796121381,12.9,147,106572,0,0,0,0,5,10,1.67,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2531,1467500,1925,5663,512,0.446952037861129,20,95,64570,1,4,0,0,4,0,0,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2916,1037272,1922,12023,812,0.242544017247575,65.05,60,106572,3,2,0,0,10,0,2.9888,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4556,1150000,1936,6281,812,0.362660777488668,50,95,106572,0,0,0,0,7,8,1.25,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2488,1400000,1940,9328,812,0.266724356886623,43.04,167,106572,4,0,0,0,6,0,1.61,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6082,2350000,1941,8502,812,0.314749581774729,15.98,95,106572,0,0,0,0,5,5,0.82,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2665,1575000,1924,6120,444,0.435457089421154,70.12,23,68985,6,0,0,0,5,0,1.88,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2835,780000,1939,7405,708,0.382839086047642,25.45,183,43056,4,0,0,0,4,0,1.41,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5130,770000,1915,5143,812,0.822971779723366,32.04,95,106572,12,0,0,0,3,0,0.58,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4186,1565000,1923,7004,812,0.597657456897561,45.08,95,85782,4,1,0,0,8,4,1.25,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1375,1245000,1923,6534,689,0.21043771043771,43.57,95,106572,2,0,0,0,2,0,1.45,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
6360,2530000,1913,9583,812,0.33183070373153,45,95,106572,0,0,0,0,4,6,0.62,44,CBD,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2913,950000,1942,5603,586,0.260039635965927,69.98,159,106572,4,1,0,0,5,0,1.72,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2764,814761,1923,2766,812,0.499627629190979,54.84,1,106572,2,0,0,0,8,0,1.25,44,Suburban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2894,1400000,1923,9531,812,0.303643045042414,23.26,95,123766,5,0,0,0,3,0,1.03,44,Urban,Needs Improvement,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3720,950000,1924,4792,812,0.388179313799149,64.86,32,43681,4,1,0,0,3,0,0.81,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
13760,4950000,1937,20477,812,0.499243296988473,33.67,73,230175,4,8,0,0,18,0,1.31,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5140,1450000,1923,8636,812,0.297591891049409,65.5,95,99325,0,1,0,0,18,23,2.53,44,Suburban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
13842,5200000,1926,7492,346,0.627842911141008,30.13,78,106572,0,0,0,0,40,28,2.89,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4849,2712000,1923,7841,825,0.309279665340271,41.15,197,106572,0,0,0,0,8,5,1.65,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5634,2058000,1934,10502,812,0.268226551172141,38.56,95,106572,0,0,0,0,7,8,1.24,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3158,1100000,1925,5475,812,0.576751824310948,20,95,106572,0,0,0,0,6,6,1.42,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
26736,7575000,1928,7841,812,0.681945719824508,59.55,325.44,106572,10,0,0,0,50,28,0,66.8800000000001,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
4110,1e+06,1910,7405,785,0.277507697293794,61.18,143,106572,2,3,0,0,10,0,2.43,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1780,850000,1913,6500,1400,0.273846996452297,20,95,44200,0,0,0,1,3,0,1.25,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
22904,9750000,1926,7792,404,0.734859186426435,30,95,106572,31,0,0,0,8,16,1.25,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
21320,6800000,1928,7841,812,0.679777573716968,36.46,52,325101,0,0,0,0,8,28,1.25,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
15952,5880000,1925,47509,812,0.167884068220794,64.65,95,106572,1,15,3,0,8,0,1.25,44,Suburban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
47544,1.2e+07,1923,35249,625,0.506259058476737,35.01,113,502890.48,0,0,0,0,8,28,0,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
4186,2900000,1923,8705,812,0.240436889796619,38.78,107,106572,0,4,0,0,4,0,0.96,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5156,2495000,1939,8665,1102,0.297518787942157,26.09,75,108682,0,3,2,0,10,0,2,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5190,2330000,1945,6534,812,0.397153351698806,26.53,252,106572,2,2,2,0,4,0,0.77,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2400,6e+05,1923,6708,812,0.357768952810275,49.68,5,106572,4,0,0,0,4,0,1.67,44,Suburban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
22236,6450000,1923,28776,812,0.386367181016673,58.68,95,289805,8,16,1,0,11,0,1.25,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3580,1650000,1941,9387,812,0.190685594608818,40,313,61976,3,2,0,0,5,0,1.4,44,Urban,Good,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3298,1130000,1940,8146,812,0.404862225924662,40,95,106572,0,0,3,0,8,0,2.43,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5216,2128000,1929,6098,1304,0.427653154925882,30,128,110230,0,4,0,0,8,0,1.25,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3616,925000,1928,7628,812,0.237027963006857,17.4,95,106572,0,0,0,0,5,6,0.55,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
7900,2925000,1927,9004,812,0.477018058493187,41.06,95,109688,3,5,0,0,10,0,1.16,38,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2362,1370000,1942,7841,590,0.15062238547087,19.35,63,45441,4,0,0,0,4,0,1.69,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1522,7e+05,1936,5132,761,0.296569324248673,22.62,95,30858,1,0,1,0,3,0,1.25,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4400,2143500,1911,7514,1100,0.494004604676541,5.41,95,106572,0,3,1,0,9,0,0,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4700,1550000,1938,11369,587,0.206699527493676,27.13,95,106572,8,0,0,0,9,0,1.91,44,Urban,Needs Improvement,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO
2106,1400000,1932,8276,700,0.254458460200087,20.19,95,45220,3,0,0,0,8,0,1.25,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
11172,5285000,1927,7405,437,0.754356999112219,60.87,325.44,106572,13,0,0,0,8,7,0,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1953,1505000,1943,7378,812,0.264705200677851,23.07,137,60200,2,1,0,0,3,1,1.54,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2408,1800000,1910,3049,812,0.39485766758494,9.09,155,502890.48,4,0,0,0,8,2,1.25,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
12567,6825000,1929,11761,812,0.514913444206373,44.44,95,211098,9,0,0,0,8,4,0.64,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2488,1850000,1928,7187,812,0.173080668948438,40.54,95,106572,2,1,0,0,8,1,2.41,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4113,1725000,1938,6098,812,0.337301587301587,29.82,117,80220,0,0,0,0,4,4,0.97,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2328,1075000,1939,7518,812,0.154819021352256,54.84,56,106572,0,2,0,0,12,2,2.9888,44,Suburban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3122,820000,1944,7503,812,0.208047922726124,52.6,76,106572,0,4,0,0,5,0,1.6,44,Urban,"",Reinforced Concrete,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4175,1725000,1910,8712,986,0.239669421487603,51.78,52,106572,0,3,1,0,10,0,2.4,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5386,2450000,1922,7527,812,0.357778948674597,37.5,179,126420,0,0,0,0,5,6,0.93,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3240,1130000,1927,8712,812,0.371900826446281,35.11,95,106572,0,0,0,0,5,8,1.54,44,Urban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
13161,2400000,1905,6242,617,0.70280294539636,40,162,132000,6,0,0,0,30,12,2.28,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3513,890000,1930,3067,812,0.572942753986142,47.71,95,106572,4,0,0,0,4,2,1.14,44,Urban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
5854,2150000,1941,7932,812,0.368998758994266,66.46,95,99975,0,0,0,0,8,8,1.25,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3518,1275000,1937,7758,879,0.453465284254933,38.46,169,106572,3,0,0,1,6,0,1.25,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4681,2448000,1937,5663,1400,0.41339973158155,48.8,90,106572,0,0,3,0,4,0,0.85,44,Urban,Excellent,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
9000,1500000,1912,9148,812,0.491932310114128,51.45,136,106572,2,0,2,0,4,0,0.44,44,Urban,"",Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
9376,3050000,1930,7336,1172,0.6390835585394,66.03,121,106572,0,8,0,0,8,0,1.25,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4766,1800000,1922,3751,812,0.635379238483451,58.76,95,106572,0,0,0,0,13,12,2.73,66.8800000000001,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4740,1550000,1928,6970,812,0.340048209366391,11.22,138,106572,0,0,0,0,5,4,1.05,44,Urban,Needs Improvement,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2729,2120000,1941,5835,812,0.233762062782252,34.87,95,106572,3,0,0,0,8,1,1.25,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
18000,3050000,1925,12079,613,0.496709588721977,37.04,95,106572,13,0,0,0,29,10,1.61,44,Suburban,"","",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3622,1445000,1902,8276,720,0.218814943695326,47.84,95,57279,2,1,1,0,11,1,2.9888,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2934,2975000,1939,7497,812,0.391373456716017,23.08,95,106572,0,0,0,0,5,6,1.7,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4842,2775000,1919,7405,812,0.326932425862907,37.84,39,106572,4,0,0,0,9,3,1.24,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4680,1e+06,1916,6752,812,0.357238069848041,11.21,179,106572,0,0,0,0,5,4,1.06,44,Urban,Adequate,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
7908,3300000,1928,19001,812,0.208095712659924,21.49,128,106572,12,0,0,0,10,0,1.26,27,Suburban,Adequate,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
4792,1050000,1928,6345,812,0.377617971337283,30.64,272,106572,0,4,0,0,5,0,1.25,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2560,890000,1943,5663,812,0.452073179345907,39.49,95,106572,0,4,0,0,4,0,1.56,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
16113,4275000,1912,8282,812,0.607581315618812,58,87,106572,12,12,0,0,8,0,0,44,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
3221,1875000,1922,6970,805,0.231146694214876,35,114,106572,0,4,0,0,8,0,1.25,44,Urban,Good,Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
13574,4775000,1930,14871,600,0.456379850052961,20.63,97,253771,0,0,0,0,15,24,1.1,66.8800000000001,Urban,Adequate,Masonry,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
2970,1210000,1931,8063,812,0.184174624829468,67.58,95,106572,0,2,1,0,8,0,1.25,44,Urban,"",Wood Frame,Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1842,775000,1938,6490,650,0.141602378057086,41.67,124,106572,10,10,0,0,4,0,2.17,44,Urban,Good,"",Los Angeles,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
